X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
2019,TTK,0.5490327,0.02428531,-0.1756456,0.4460155,1.768951,5.26E-10,1.92285,6.28E-11,2.653549,7.66E-15,0.1482341,0.9991471,0.07953089,0.9983285,-0.05557302,0.9999914,-0.03508257,0.9940709,-0.02211307,0.9970706
2020,TTLL4,1.941843,0.0159059,1.91357,0.01143986,3.00417,0.000120402,4.746948,4.97E-08,6.859608,6.31E-12,0.5000274,0.9991471,-0.5975174,0.9983285,-0.1150821,0.9999914,1.557968,0.6320935,-0.2762078,0.9970706
2021,TTLL5,2.480911,0.008510274,3.480473,0.000160648,9.277033,1.25E-13,9.319289,1.08E-13,0.7592055,0.373883,1.090309,0.9991471,-0.3300896,0.9983285,0.2475314,0.9999914,-0.2147248,0.9940709,0.6309619,0.9970706
2022,TTN,1.433132,0.2890487,2.024609,0.1065119,0.9120002,0.4618025,2.031731,0.09464909,2.195329,0.0715474,1.279792,0.9991471,-0.8303095,0.9983285,-0.8865144,0.9999914,-0.3731389,0.9940709,-1.911937,0.9310544
2023,TUBA1A,0.7710994,0.496007,1.431906,0.1647213,1.115224,0.2651024,1.446446,0.1473438,0.2752837,0.7918751,-0.5502757,0.9991471,-1.135613,0.9983285,-1.324488,0.9999914,-1.223952,0.9030506,-0.1993647,0.9970706
2024,TUBA1B,-1.26627,1.12E-05,-0.3669088,0.1305961,-0.5629887,0.0183125,-0.646237,0.007196723,0.115025,0.6348275,-0.1084824,0.9991471,-0.02070474,0.9983285,-0.1046033,0.9999914,-0.07922338,0.9940709,0.1834726,0.9970706
2025,TUBAL3,-0.472347,0.5502014,-1.550256,0.03144997,-1.39284,0.04626649,-1.43231,0.04051027,-2.246108,0.001682866,-0.311438,0.9991471,0.2296905,0.9983285,1.081018,0.9999914,0.3601589,0.9940709,0.5867464,0.9970706
2026,TUBB,0.1365801,0.7204978,-0.165822,0.6348731,-0.2060282,0.5436499,0.3810957,0.2500066,-0.01279509,0.96793,-0.1377337,0.9991471,0.06874568,0.9983285,-0.3027473,0.9999914,0.4621384,0.8617717,0.04530288,0.9970706
2027,TUBB4B,-1.768192,0.000188153,-0.478198,0.2505889,-1.073169,0.009080738,-0.844518,0.03692271,-0.5394483,0.1829363,-0.6423451,0.9991471,-0.06675428,0.9983285,-0.1589931,0.9999914,0.05498268,0.9940709,0.1474617,0.9970706
2028,TUBB8,-0.9440785,0.2658743,-1.718527,0.03,-1.001012,0.190857,-0.6181786,0.4272559,-2.702196,0.000659175,-0.3439778,0.9991471,-0.700698,0.9983285,-1.151885,0.9999914,-0.1779308,0.9940709,1.192589,0.9310544
2029,TUBGCP2,2.908567,0.002821537,2.871297,0.001693017,1.852909,0.03219787,1.104665,0.1989975,8.051394,8.20E-12,-0.6904061,0.9991471,-0.5320532,0.9983285,0.2406493,0.9999914,-0.2376397,0.9940709,0.1964145,0.9970706
2030,TUBGCP3,6.112106,4.69E-11,4.952868,1.34E-09,3.302567,3.40E-06,3.710631,3.78E-07,6.631614,3.20E-13,-0.1021333,0.9991471,0.4513676,0.9983285,-0.8725104,0.9999914,-0.4853597,0.9912476,0.05258623,0.9970706
2031,TUFM,-2.876282,0.001360798,-1.598946,0.04847808,-2.922566,0.000443652,-1.494536,0.05720199,0.0741835,0.926545,-0.1994968,0.9991471,0.4000799,0.9983285,-0.4855176,0.9999914,0.121394,0.9940709,0.2414442,0.9970706
2032,TWF2,-3.94505,0.000238136,-2.585793,0.007194406,-4.364512,1.74E-05,-4.465343,1.11E-05,-2.475013,0.007630948,1.19582,0.9991471,0.06060967,0.9983285,0.3240022,0.9999914,0.6522364,0.9940709,-0.8991114,0.9970706
2033,TXLNA,0.1371355,0.9067987,-1.428884,0.1561207,-0.13111,0.90094,0.06967486,0.9524612,-0.1680019,0.8685875,-0.2925026,0.9991471,0.3873913,0.9983285,0.2329972,0.9999914,-0.7804893,0.9817271,-0.05769416,0.9970706
2034,TXLNG,-1.351845,0.000196427,-1.934873,1.91E-07,0.3546253,0.2523374,0.6803326,0.02880511,1.745974,7.37E-07,0.02911754,0.9991471,0.4330726,0.9983285,0.1737879,0.9999914,0.02791732,0.9940709,0.0449205,0.9970706
2035,TXN,1.543523,0.000985798,0.06707542,0.8810219,0.569987,0.1621191,-0.488963,0.2316148,0.2528127,0.5467461,-0.09636255,0.9991471,0.1156588,0.9983285,0.2923818,0.9999914,-0.5526971,0.8746394,-0.1975514,0.9970706
2036,TXNL1,5.223873,6.46E-11,4.836127,6.40E-11,5.577729,8.39E-13,5.586135,7.88E-13,6.571399,6.96E-15,-0.2121446,0.9991471,0.3463799,0.9983285,0.07593225,0.9999914,-1.325115,0.4666927,-0.08519841,0.9970706
2037,U2AF2,-2.162383,0.033771,-0.5283061,0.5861387,-3.051199,0.001484148,-2.097066,0.02378574,-4.912268,1.97E-06,-0.8699534,0.9991471,0.399455,0.9983285,-0.529762,0.9999914,0.416477,0.9940709,0.8095972,0.9970706
2038,U2SURP,-0.1201921,0.799769,0.6433988,0.1256537,-0.6968273,0.08747477,-0.7222963,0.07682687,-6.71196,6.68E-19,0.3386005,0.9991471,-0.2294339,0.9983285,-0.05814201,0.9999914,-0.06273471,0.9940709,-0.1725653,0.9970706
2039,UACA,1.025318,0.2958229,-0.6111088,0.5105214,2.752963,0.002613314,3.43678,0.00024668,2.150464,0.01550396,-0.09275478,0.9991471,0.7233962,0.9983285,-0.2795469,0.9999914,0.6782775,0.9917645,-0.1718432,0.9970706
2040,UBA1,-3.163225,0.000381552,-2.929219,0.000408474,-3.733073,1.19E-05,-3.228874,9.03E-05,-3.94177,3.69E-06,-0.3768908,0.9991471,0.4165545,0.9983285,-0.1376083,0.9999914,0.3311356,0.9940709,-0.2303185,0.9970706
2041,UBA2,-4.836772,1.65E-06,-3.546371,6.45E-05,-4.449467,1.42E-06,-5.602233,1.27E-08,-3.500612,4.78E-05,0.2616738,0.9991471,0.0591952,0.9983285,0.4219111,0.9999914,0.0729376,0.9940709,-1.431981,0.8191219
2042,UBAP2,0.09372498,0.675763,-0.1784991,0.3836026,0.2997951,0.1263373,-0.04339758,0.834545,0.4724258,0.01673544,-0.05638329,0.9991471,-0.2269839,0.9983285,0.1593152,0.9999914,-0.2360911,0.9077459,-0.1399673,0.9970706
2043,UBAP2L,-1.256803,1.25E-08,-0.6680164,0.000177738,-0.4542057,0.006639527,-0.4062461,0.0140987,-0.5546616,0.000999123,0.0296693,0.9991471,-0.1399508,0.9983285,0.09003408,0.9999914,0.01775253,0.9940709,-0.0285253,0.9970706
2044,UBC,0.7519841,0.007235311,0.3217917,0.2125597,0.3045089,0.2232733,0.360614,0.1485313,0.3179617,0.2052254,0.15852,0.9991471,0.0768189,0.9983285,-0.4007232,0.9999914,0.0592584,0.9940709,-0.1715745,0.9970706
2045,UBE2M,-1.269458,0.03615986,-2.396979,7.14E-05,-2.418994,4.96E-05,-2.662718,1.10E-05,-3.203205,3.69E-07,-0.1007514,0.9991471,0.2379269,0.9983285,0.8510751,0.9999914,0.5843254,0.9472507,-0.5540579,0.9970706
2046,UBE2O,2.092666,5.45E-09,2.013288,2.43E-09,2.016785,1.41E-09,1.874717,7.11E-09,0.1002477,0.7109069,-0.6317831,0.6930853,-0.2060627,0.9983285,0.2201767,0.9999914,-0.03024198,0.9940709,0.06940097,0.9970706
2047,UBE2T,-0.873873,0.1923495,-2.759491,3.95E-05,-1.973428,0.001721508,-1.455776,0.0171843,-2.698697,3.35E-05,-0.4536279,0.9991471,0.3215081,0.9983285,-0.7628752,0.9999914,0.5500826,0.9661565,-0.4717162,0.9970706
2048,UBN2,-0.6886917,0.2636156,-1.975919,0.000891467,-1.709254,0.002938633,-1.61606,0.004514663,-2.689049,9.95E-06,-0.7903557,0.9991471,0.07823195,0.9983285,0.2806234,0.9999914,0.373821,0.9940709,0.2021935,0.9970706
2049,UBR5,1.721978,0.002257524,0.1699508,0.7506769,-1.873077,0.000383562,-1.085971,0.02959024,-5.073471,7.88E-13,0.1754227,0.9991471,-0.1247083,0.9983285,-0.7121111,0.9999914,0.714616,0.8527078,-0.3756034,0.9970706
2050,UBTF,-2.820729,1.96E-05,-0.4512769,0.4291677,-3.172664,5.76E-07,-3.112651,7.46E-07,-4.855566,3.02E-11,-0.09845825,0.9991471,-0.08495907,0.9983285,-0.6239961,0.9999914,0.1560375,0.9940709,1.327706,0.5605788
2051,UBXN6,-0.2517925,0.7498632,-0.2756506,0.7037035,-0.5800177,0.3980176,-0.7115622,0.2981541,-1.379686,0.0428168,0.7393696,0.9991471,-0.8798083,0.9983285,0.7318611,0.9999914,-0.2095075,0.9940709,-0.06827145,0.9970706
2052,UEVLD,0.2534112,0.8030864,-0.7643595,0.4037921,0.1015612,0.9135788,-0.6738939,0.4511137,-0.8427674,0.3408132,0.6381948,0.9991471,0.524785,0.9983285,1.179624,0.9999914,0.09464969,0.9940709,-0.2343788,0.9970706
2053,BLTP3A,2.705372,0.000116185,3.57024,4.14E-07,2.694823,3.53E-05,2.582193,5.91E-05,2.394601,0.00013719,-1.14357,0.8681167,0.07191226,0.9983285,-0.02978831,0.9999914,0.08840937,0.9940709,-0.1341346,0.9970706
2054,BLTP3B,2.650089,6.81E-11,2.042258,5.70E-09,2.244045,4.04E-10,2.232004,4.30E-10,1.030414,0.000351845,0.1781315,0.9991471,-0.2805634,0.9983285,0.03369671,0.9999914,0.2162434,0.9825492,-0.1743847,0.9970706
2055,UIMC1,-4.87976,1.41E-08,-5.17986,6.73E-10,-4.483715,1.16E-08,-5.012542,8.58E-10,-6.21426,2.84E-12,0.6224531,0.9991471,1.956708,0.2695938,0.2425541,0.9999914,0.4212243,0.9940709,1.129262,0.8237995
2056,UNC13B,3.210349,0.00012905,5.633416,1.20E-09,1.696814,0.01824776,1.29058,0.06933581,0.03489528,0.9596012,-0.8074759,0.9991471,-0.5550286,0.9983285,0.3150801,0.9999914,0.01769058,0.9958168,0.8323395,0.9970706
2057,UNC45A,4.479516,3.13E-19,3.704146,1.27E-17,2.000295,3.14E-10,1.437707,3.85E-07,0.2974534,0.2244994,0.1692606,0.9991471,0.03065709,0.9983285,-0.03770026,0.9999914,-0.04110491,0.9940709,-0.2131982,0.9970706
2058,UNC5B,2.618901,0.000394998,1.231741,0.0601714,3.348993,3.39E-06,1.718766,0.007961941,0.5830854,0.3646989,-0.426434,0.9991471,1.188119,0.8877529,0.1687841,0.9999914,0.7193748,0.9266932,-0.6441164,0.9970706
2059,UNG,-1.48158,0.01079068,-1.527796,0.005311383,-1.403597,0.008402438,-1.714179,0.001552927,-2.506354,1.12E-05,0.1167448,0.9991471,-0.4423538,0.9983285,0.1377384,0.9999914,-0.07379047,0.9940709,0.05410106,0.9970706
2060,UNK,-0.02822319,0.9681478,1.052071,0.07922766,2.159592,0.000466533,1.697471,0.00446792,0.9477226,0.1041332,-1.883533,0.3238482,-0.05757924,0.9983285,0.2416526,0.9999914,-0.5210061,0.9661565,0.01015311,0.9970706
2061,UPF1,1.896872,0.005776028,0.8016029,0.2046418,2.163993,0.000775935,0.5906177,0.3377163,1.233697,0.04401064,-0.04809882,0.9991471,0.004840143,0.9983285,0.2138579,0.9999914,-0.9897377,0.7849438,-0.2124658,0.9970706
2062,UPF3B,-1.802234,0.02775705,-3.722478,9.24E-06,-0.3986954,0.6023747,-1.100639,0.1367013,0.1697827,0.8243309,-0.07657359,0.9991471,0.4634965,0.9983285,-0.8170814,0.9999914,-0.2796165,0.9940709,-1.396475,0.8043444
2063,UPRT,5.077913,1.60E-05,2.387027,0.01776717,0.1305679,0.9005751,0.7050423,0.4779635,-0.4830781,0.626836,-0.6330818,0.9991471,0.4275177,0.9983285,-1.171921,0.9999914,0.639384,0.9940709,-0.3168717,0.9970706
2064,URI1,0.2724004,0.6799615,-0.1561535,0.8043001,-0.9097427,0.1148928,-0.9223976,0.1100778,1.937468,0.001138913,-0.8752125,0.9991471,-1.251057,0.6982861,0.1325686,0.9999914,0.2655515,0.9940709,0.8554534,0.959212
2065,USP1,-1.854809,0.001725722,-2.745343,4.12E-06,-2.642634,5.92E-06,-3.133834,2.56E-07,-3.382845,4.31E-08,0.1991053,0.9991471,-0.3235119,0.9983285,0.8135208,0.9999914,0.01579113,0.9957269,-0.9095831,0.8255162
2066,USP10,-2.940402,5.90E-12,1.023644,0.000635621,0.4881947,0.07988632,0.6426262,0.02224812,-0.3825411,0.1717763,-0.1306173,0.9991471,0.06049231,0.9983285,0.06337588,0.9999914,-0.1684207,0.9940709,-0.2830693,0.9970706
2067,USP11,-0.7477683,0.3108871,-1.03593,0.1295624,-1.502774,0.02482701,-1.744577,0.009718087,-1.245709,0.06110461,-0.08986906,0.9991471,-0.1995313,0.9983285,0.9000772,0.9999914,0.6451109,0.9482655,-0.4061486,0.9970706
2068,USP15,-4.165325,6.19E-07,-0.4431868,0.521756,-2.175717,0.001484411,-1.632002,0.0140987,-2.756312,7.86E-05,-0.3547402,0.9991471,0.2579891,0.9983285,0.1467958,0.9999914,1.059538,0.7856628,1.737761,0.4583297
2069,USP16,-4.76456,1.49E-10,-1.230721,0.02057207,1.18757,0.02161502,0.7385748,0.1485313,-1.112046,0.03026444,0.9260898,0.9394065,0.3283989,0.9983285,-0.0331315,0.9999914,0.229205,0.9940709,-0.04911037,0.9970706
2070,USP22,-0.1890773,0.7612799,-1.656556,0.003207642,-1.221972,0.02289152,-1.445836,0.007656957,-2.505186,1.54E-05,-0.2646805,0.9991471,-0.79389,0.9983285,1.112911,0.8864567,0.772195,0.8481619,0.07468232,0.9970706
2071,USP24,1.259273,0.2927505,2.752846,0.01405134,0.5352187,0.6335091,-0.1631212,0.8878515,-0.5689447,0.6077523,-0.8513736,0.9991471,-0.4155965,0.9983285,0.4313242,0.9999914,-0.6516592,0.9940709,0.02875681,0.9970706
2072,USP34,7.976729,4.98E-20,4.645872,8.78E-14,0.1719276,0.6884389,1.198509,0.004296919,-2.738646,2.43E-08,0.01834282,0.9991471,-0.0305103,0.9983285,-0.112846,0.9999914,-1.173642,0.2426913,0.7592361,0.8043444
2073,USP36,-2.736724,1.41E-05,-3.914008,3.58E-09,-3.591747,1.54E-08,-3.171861,1.88E-07,-4.313649,1.55E-10,-0.5942563,0.9991471,1.235928,0.5704175,0.01017514,0.9999914,0.911436,0.7437267,-0.2743749,0.9970706
2074,USP42,-0.8150504,0.1161135,-0.05442725,0.9178609,-2.584381,1.56E-06,-2.880397,1.84E-07,-7.231762,4.51E-18,-0.2064689,0.9991471,0.2194356,0.9983285,0.003518803,0.9999914,-0.3812213,0.9807714,0.2954528,0.9970706
2075,USP47,-1.945184,0.008212053,-0.6600267,0.3349378,-2.211862,0.001311704,0.041354,0.9577829,-3.572803,1.48E-06,0.09396853,0.9991471,-0.2468525,0.9983285,-0.2941432,0.9999914,-0.2838979,0.9940709,-0.04557074,0.9970706
2076,USP5,-4.345434,1.01E-06,-4.77999,3.49E-08,-4.770146,2.47E-08,-4.348856,1.55E-07,-6.198368,3.72E-11,0.2352874,0.9991471,-0.007182586,0.9983285,-0.3464976,0.9999914,1.040868,0.8365144,0.7869649,0.9970706
2077,USP53,2.145445,0.000294749,1.537657,0.004088437,2.316798,3.25E-05,3.944921,1.12E-09,6.154236,6.88E-15,0.6210643,0.9991471,0.04008328,0.9983285,0.4344253,0.9999914,-0.1301567,0.9940709,-0.09289511,0.9970706
2078,USP54,5.091852,4.11E-09,3.746482,4.77E-07,7.295952,2.63E-14,7.505702,1.09E-14,7.51675,9.65E-15,-0.7071966,0.9991471,0.04975445,0.9983285,-0.05436147,0.9999914,0.5609272,0.9664495,-0.03505259,0.9970706
2079,USP6NL,1.072964,0.2053602,1.204061,0.1255522,2.196749,0.00512376,3.556199,2.19E-05,0.4227312,0.5895019,0.6924039,0.9991471,0.7560293,0.9983285,-0.4747009,0.9999914,-0.3303194,0.9940709,0.20864,0.9970706
2080,USP7,-3.498385,2.23E-10,-0.3877807,0.3293128,-4.114568,2.23E-13,-3.222821,1.51E-10,-3.193275,1.45E-10,-0.4157908,0.9991471,-0.1600798,0.9983285,-0.132375,0.9999914,-0.177973,0.9940709,0.2549636,0.9970706
2081,USP8,-3.021353,4.14E-05,-1.88718,0.003623378,-2.580429,0.000100081,-2.558443,0.000106705,-3.448152,8.16E-07,1.859394,0.3636503,-0.05074065,0.9983285,0.7574655,0.9999914,0.4333541,0.9940709,-0.007927407,0.9970706
2082,UTP14A,-2.221499,4.09E-06,0.3702737,0.36038,-1.307997,0.001297247,-0.3957993,0.3114159,-2.760826,6.77E-09,-0.1766943,0.9991471,0.101019,0.9983285,0.380109,0.9999914,-0.3095696,0.9817271,0.2333352,0.9970706
2083,UTP18,-2.172234,0.001548222,-2.890593,1.88E-05,-2.833359,1.99E-05,-2.333354,0.000255683,-3.446193,5.52E-07,0.1687713,0.9991471,0.1802838,0.9983285,0.312731,0.9999914,1.861574,0.1694757,0.5847599,0.9970706
2084,UTP3,-0.9716985,0.1743465,-1.736305,0.009987284,-1.796663,0.006611623,-0.8215072,0.2034562,-2.777671,5.67E-05,0.1456227,0.9991471,0.4161817,0.9983285,0.09184556,0.9999914,1.17188,0.7385492,0.06979158,0.9970706
2085,UTRN,4.61541,0.000195218,1.79536,0.09881901,1.801408,0.08772258,1.504826,0.1533093,-0.6332938,0.5588885,0.1464497,0.9991471,0.2489759,0.9983285,-0.4833457,0.9999914,1.060882,0.9482655,0.4891698,0.9970706
2086,VAPB,0.5254243,0.4214006,-1.315373,0.02797337,-0.1382509,0.8227795,-1.550139,0.008398582,-1.855525,0.001764292,-0.9487435,0.9991471,-0.3942239,0.9983285,0.6463783,0.9999914,-0.115861,0.9940709,0.5365754,0.9970706
2087,VARS1,-3.706495,2.31E-07,0.4375893,0.4509852,1.771072,0.002096529,1.355223,0.01568519,0.04627617,0.934581,0.8739175,0.9991471,-0.2181339,0.9983285,-0.02095324,0.9999914,-0.1468514,0.9940709,-0.7088215,0.9970706
2088,VBP1,1.010932,0.2067646,0.09035808,0.9125777,-0.1879935,0.8073663,-0.2708558,0.7215348,0.4941301,0.5032716,-0.9082859,0.9991471,-0.9103736,0.9983285,0.9398209,0.9999914,1.374823,0.7331996,-0.1086026,0.9970706
2089,VCL,-0.2389394,0.8598743,-1.438402,0.2229446,-0.5040875,0.6730133,0.7214531,0.5421382,-2.726429,0.01768977,-0.5994009,0.9991471,1.474429,0.9983285,-1.481642,0.9999914,-0.5414267,0.9940709,1.07625,0.9970706
2090,VCP,-3.761202,3.15E-07,-4.917464,1.50E-10,-4.365135,1.69E-09,-3.959747,1.42E-08,-4.278682,1.98E-09,-0.885993,0.9991471,0.3385855,0.9983285,-0.4234119,0.9999914,0.4245441,0.9935346,0.2907968,0.9970706
2091,VCPIP1,-0.5271958,0.5796457,-5.49625,6.76E-08,-3.765277,3.77E-05,-2.341392,0.006000035,-4.74429,6.39E-07,0.2817723,0.9991471,1.208214,0.9983285,-1.078137,0.9999914,0.795053,0.9522284,0.2884219,0.9970706
2092,VEZT,-2.239618,0.000927364,-1.650091,0.007435097,-1.646142,0.006336005,-3.192609,1.83E-06,-3.159973,1.77E-06,0.1846086,0.9991471,-0.6798391,0.9983285,1.243378,0.8864567,-0.8043707,0.8746394,-0.8404933,0.9899828
2093,VGLL4,-1.004489,0.1990179,-2.454235,0.001113707,-1.890301,0.008594078,-1.253084,0.07548426,-2.478554,0.000688343,-0.3059819,0.9991471,0.5886823,0.9983285,-0.8583945,0.9999914,0.3351639,0.9940709,-0.7877709,0.9970706
2094,VIM,-1.544178,7.67E-07,-1.234694,9.71E-06,-1.384066,1.08E-06,-1.879349,1.66E-09,-2.327198,6.31E-12,-0.2315373,0.9991471,-0.186225,0.9983285,-0.2209363,0.9999914,-0.1888995,0.9917645,-0.230119,0.9970706
2095,VPS13B,1.541777,0.08815999,-0.2958455,0.735899,8.108305,2.35E-12,8.353521,9.99E-13,-0.08920612,0.9161988,-0.1784593,0.9991471,-0.1804563,0.9983285,0.04240316,0.9999914,0.06004216,0.9940709,-0.4096292,0.9970706
2096,VPS13C,0.7582854,0.2824,0.9156643,0.1620109,0.8673731,0.1722156,0.5677457,0.3780573,2.164312,0.000972557,0.7203536,0.9991471,0.160643,0.9983285,0.8321033,0.9999914,-0.4656833,0.9940709,0.08860168,0.9970706
2097,VPS33B,-2.045365,0.0119592,1.77677,0.01932274,-1.96114,0.008594078,0.5222391,0.4868191,0.8398297,0.2540968,2.462924,0.2994126,-0.5907367,0.9983285,-1.394724,0.9776415,-0.008888095,0.9968337,0.2905053,0.9970706
2098,VPS37A,-1.536357,0.02631289,-0.4684805,0.4755849,-3.093758,9.19E-06,-2.293358,0.000485222,0.4655221,0.4642335,0.001089833,0.9991471,0.3331126,0.9983285,0.8568085,0.9999914,0.3355429,0.9940709,-0.3422863,0.9970706
2099,VPS45,-0.5372644,0.5453726,-0.5021169,0.5443838,0.111571,0.8946448,-1.229325,0.1162716,-2.368514,0.003026872,1.060974,0.9991471,-0.4132468,0.9983285,0.2659446,0.9999914,-0.9860791,0.8895432,0.6727686,0.9970706
2100,INTS14,-0.1417219,0.8361959,-1.658975,0.00658587,-0.8550826,0.1418145,-1.475308,0.01247427,-2.847487,8.52E-06,-0.9007743,0.9991471,0.4672189,0.9983285,0.1504964,0.9999914,-0.8204018,0.8596356,0.04312131,0.9970706
2101,WAC,-2.742038,0.00010905,-3.234513,2.89E-06,-3.700179,1.78E-07,-3.329188,1.21E-06,-4.797336,4.13E-10,-0.4018648,0.9991471,-0.7077567,0.9983285,-0.1827842,0.9999914,0.556623,0.9653417,0.01654427,0.9970706
2102,WAPL,-3.396719,3.57E-08,-1.00871,0.03530263,-6.10575,6.74E-16,-5.640353,6.41E-15,-6.756057,2.62E-17,-0.04831659,0.9991471,-0.4174484,0.9983285,0.4904157,0.9999914,0.5038769,0.9468672,-0.3364811,0.9970706
2103,WARS1,-0.6624845,0.305177,-2.660175,3.85E-05,-1.83069,0.002399851,-2.012841,0.000916385,-2.305501,0.000169596,-1.178234,0.8470587,0.01330679,0.9983285,0.04991854,0.9999914,0.1330133,0.9940709,-0.5065899,0.9970706
2104,WASF2,-0.6306319,0.4418118,-0.8769357,0.2424259,-0.8800547,0.2255502,-0.8250208,0.2573662,-1.238821,0.0885175,-0.08599175,0.9991471,-0.4241806,0.9983285,0.4780032,0.9999914,0.8608971,0.9165444,-0.8351613,0.9970706
2105,WASL,-1.076174,0.000371609,-0.8166296,0.002985918,-1.084267,0.000110042,-0.8700915,0.001303238,0.3164603,0.2264452,0.5696622,0.8470587,-0.1306962,0.9983285,-0.411891,0.9999914,0.1544938,0.9940709,-0.000173299,0.9994105
2106,WBP11,-2.143035,0.002970566,-0.4847199,0.4687778,-4.241187,3.80E-08,-2.586855,0.000146706,-5.347823,1.32E-10,0.01497751,0.9991471,-0.1757722,0.9983285,0.4637906,0.9999914,0.3371689,0.9940709,0.09249843,0.9970706
2107,WBP4,-1.476112,0.02095743,-1.922845,0.001704501,-1.414083,0.0153859,-2.473952,6.97E-05,-2.772662,1.10E-05,0.6170849,0.9991471,-0.6474059,0.9983285,0.266678,0.9999914,-0.8723556,0.8365144,-0.2844961,0.9970706
2108,WDFY1,-2.469792,0.005698224,-0.6377693,0.4437336,-3.362168,9.04E-05,-1.172738,0.1395439,-1.039082,0.1933109,-0.3657243,0.9991471,-0.1983748,0.9983285,-7.69E-06,0.9999914,1.465213,0.737915,0.2552704,0.9970706
2109,WDHD1,-0.9718489,0.4211393,-0.8477957,0.4490501,-1.48117,0.165373,-1.105617,0.3035367,-1.970804,0.06545237,-0.495489,0.9991471,-0.1308197,0.9983285,-0.2840373,0.9999914,0.9126834,0.9692858,1.44847,0.9970706
2110,WDR11,-0.4637932,0.602005,0.6363494,0.433796,-1.624782,0.03772838,-1.00767,0.1953777,-1.470389,0.05904982,0.157352,0.9991471,-0.1128187,0.9983285,-0.6797802,0.9999914,-0.3240035,0.9940709,0.6359817,0.9970706
2111,WDR3,-1.195506,0.05580171,-1.931847,0.00135239,-2.111125,0.000427777,-1.746431,0.002726779,-2.169626,0.000253113,-0.3641076,0.9991471,0.296752,0.9983285,0.08022342,0.9999914,0.2204091,0.9940709,-0.1758926,0.9970706
2112,WDR33,0.1649851,0.8866217,0.2402845,0.8245698,0.4348979,0.670968,0.5753889,0.5708713,-0.8393283,0.3986573,0.1964556,0.9991471,-0.9333796,0.9983285,-1.002019,0.9999914,-0.4905691,0.9940709,-0.2579622,0.9970706
2113,WDR35,1.229861,0.1522704,2.01159,0.01282659,2.16357,0.006528209,3.753123,1.22E-05,2.359449,0.002876438,0.5536104,0.9991471,-0.7460187,0.9983285,-0.4464123,0.9999914,0.4177095,0.9940709,0.7283899,0.9970706
2114,WDR36,-0.4341143,0.09139179,-0.4768891,0.04721481,-2.24966,4.58E-12,-2.386576,8.73E-13,-1.430276,1.44E-07,-0.05390637,0.9991471,-0.1737622,0.9983285,0.03363615,0.9999914,-0.03763673,0.9940709,0.1426252,0.9970706
2115,WDR44,-4.15051,0.000776159,-1.707116,0.1221003,-0.006483969,0.9959632,-3.454088,0.001883111,-1.244612,0.2490687,1.085077,0.9991471,-0.4335514,0.9983285,-0.8756172,0.9999914,-2.435865,0.6135714,0.08065388,0.9970706
2116,WDR5,0.9438801,0.4246262,3.219762,0.003559397,-0.5121715,0.6384882,1.887154,0.0712509,-3.129465,0.003313272,-0.425609,0.9991471,0.06026369,0.9983285,-0.1906605,0.9999914,-0.0863384,0.9940709,0.4409883,0.9970706
2117,WDR55,-0.4440157,0.5852725,-1.241844,0.09058937,-1.571922,0.02844541,-0.8638912,0.2268411,-1.76443,0.01399057,0.1217901,0.9991471,-0.1780175,0.9983285,0.4817435,0.9999914,0.2952589,0.9940709,-0.2393993,0.9970706
2118,WDR59,1.287686,0.160687,-0.7991873,0.3548893,-0.06219522,0.946066,0.3215661,0.7128724,1.70383,0.0403974,-0.9790185,0.9991471,1.212441,0.9983285,-0.7548943,0.9999914,0.2693961,0.9940709,-1.617906,0.8043444
2119,WDR6,-1.718495,0.08593877,-0.7574486,0.424914,-1.393456,0.1235497,-2.2808,0.01303357,-2.359769,0.009848624,0.7089685,0.9991471,-0.09556162,0.9983285,0.8841268,0.9999914,-0.2089694,0.9940709,-0.1024409,0.9970706
2120,DYNC2I1,0.9519025,0.1257847,-1.177612,0.04251386,0.2059059,0.7278218,-0.3917261,0.4964598,3.439214,1.57E-07,-1.618588,0.4544467,0.5028057,0.9983285,0.5973992,0.9999914,-0.7033461,0.8895432,-0.02992675,0.9970706
2121,WDR62,0.8787507,0.00885854,0.4815384,0.1199642,1.234474,0.000134659,0.5631139,0.06129277,-1.618807,1.71E-06,0.1254882,0.9991471,-0.09010193,0.9983285,-0.3479657,0.9999914,0.007978395,0.9957269,-0.6464659,0.6947033
2122,WDR7,2.120237,0.03750189,2.176767,0.02275622,1.560356,0.08988642,2.167832,0.01976392,4.948411,1.76E-06,0.01870757,0.9991471,-0.7816283,0.9983285,-0.5576934,0.9999914,-0.3952187,0.9940709,-0.7322436,0.9970706
