X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
1915,TCP1,-2.490351,1.08E-09,-0.5860037,0.05005895,-1.169198,0.000169638,-0.4612388,0.1110674,0.289935,0.3225873,0.4461529,0.9991471,0.01520105,0.9983285,-0.2446602,0.9999914,0.2914386,0.9482655,-0.1595321,0.9970706
1916,TDP2,0.3295635,0.675763,1.390322,0.05105197,-0.1332611,0.8575872,-0.02270368,0.9775004,-2.303987,0.001200791,-0.9890008,0.9991471,0.03424095,0.9983285,0.0288898,0.9999914,0.009085275,0.9965723,-0.9395627,0.9970706
1917,TDRD3,-2.155349,5.71E-07,-0.2007183,0.5731414,1.334275,0.000220093,1.52347,3.53E-05,2.298138,1.70E-08,-0.6307948,0.9059977,-0.2350246,0.9983285,0.2160692,0.9999914,-0.1640573,0.9940709,-0.0190807,0.9970706
1918,TDRD7,0.232192,0.7748061,0.2147831,0.7761433,-0.19593,0.7919063,0.7978942,0.2525756,1.950087,0.005680487,0.6843552,0.9991471,-0.1688715,0.9983285,-0.5470338,0.9999914,0.7470532,0.9472507,0.8746791,0.9970706
1919,TDRKH,3.723544,1.26E-08,0.138097,0.7928365,1.096511,0.02467793,3.411134,1.03E-08,0.1158866,0.8183237,-1.032502,0.8470587,0.01314617,0.9983285,0.2575052,0.9999914,-0.6798276,0.8596356,-0.813195,0.8647927
1920,TDRP,-0.07280195,0.8562103,-0.3378777,0.3373828,-0.001717441,0.9959632,-1.229655,0.000553361,0.1205168,0.7323916,0.03497597,0.9991471,0.2872011,0.9983285,0.5475228,0.9999914,-0.4695997,0.8742025,-0.2279137,0.9970706
1921,TECPR2,-0.5434995,0.4933164,1.924357,0.00847275,-1.553046,0.02745129,2.72518,0.000243497,0.792365,0.2603468,-0.7867304,0.9991471,0.8009703,0.9983285,-0.4118258,0.9999914,0.222459,0.9940709,-0.107238,0.9970706
1922,TECR,-1.095554,0.058587,-1.637084,0.00310796,-0.8347369,0.1105204,-0.2646074,0.6266102,0.470309,0.3749104,0.7440869,0.9991471,0.7837302,0.9983285,-1.481389,0.6362752,-0.6843257,0.8895432,-0.1825902,0.9970706
1923,TELO2,1.945385,3.49E-05,2.308765,5.78E-07,0.8953194,0.02334762,1.592761,0.000143047,3.614359,1.17E-11,-0.284151,0.9991471,0.06984369,0.9983285,-0.202062,0.9999914,0.3506244,0.9661565,0.05230188,0.9970706
1924,TENM4,0.4292434,0.6213704,2.985712,0.000294077,2.221925,0.004527724,0.5325201,0.4936502,0.3790276,0.626836,1.60015,0.8470587,-2.353274,0.2695938,0.4881466,0.9999914,-0.6424378,0.9728781,-0.2463878,0.9970706
1925,TES,-2.649135,2.02E-07,-0.6670802,0.09950354,-2.319049,4.38E-07,-2.185154,1.20E-06,-0.6692975,0.08878735,0.3831372,0.9991471,-0.7920601,0.7992071,-0.1434828,0.9999914,0.4475009,0.9222129,-0.1022338,0.9970706
1926,TEX10,-2.599255,0.001496466,0.02237179,0.9772078,-1.815297,0.01260801,-1.536911,0.03276893,-2.854085,0.000160171,1.196744,0.9991471,-1.11804,0.9983285,-0.5346571,0.9999914,-0.0112703,0.9965723,-0.1780821,0.9970706
1927,TEX2,-2.751223,0.00041723,-0.5223337,0.4586217,-2.927307,6.04E-05,-5.26535,9.05E-10,-2.643806,0.000185498,-0.3896767,0.9991471,-0.173066,0.9983285,0.8872293,0.9999914,-1.473948,0.616208,-0.04542771,0.9970706
1928,TEX264,6.788765,9.24E-11,0.9616891,0.193696,5.630657,8.93E-10,2.212595,0.00272424,0.5625241,0.4399382,-0.7772183,0.9991471,0.3964972,0.9983285,-0.9978873,0.9999914,-1.856196,0.3718676,-0.08620872,0.9970706
1929,TEX9,1.96277,0.007895142,0.8274745,0.2245614,7.004981,3.49E-13,6.613161,1.69E-12,0.6381951,0.3398926,0.5240635,0.9991471,0.1365842,0.9983285,0.5587586,0.9999914,0.3439435,0.9940709,0.29424,0.9970706
1930,TFAP2A,1.33195,0.08926179,0.3220884,0.6685376,0.8641392,0.2233341,-0.3105838,0.674064,-0.1166614,0.8742564,-0.765386,0.9991471,-0.3654449,0.9983285,1.085292,0.9999914,-0.7281579,0.9482655,-0.6618927,0.9970706
1931,TFAP4,-1.423946,0.02600262,-2.229852,0.000362493,-2.182086,0.000375297,-1.254291,0.03067355,-1.992992,0.000840125,-0.3973486,0.9991471,-0.1016625,0.9983285,-0.6712149,0.9999914,0.4528923,0.9823089,0.2067324,0.9970706
1932,TFCP2,-1.158436,0.1234627,-1.01984,0.145427,-0.836575,0.219192,-1.127708,0.09690494,-1.848548,0.007225483,0.1579886,0.9991471,-0.6226782,0.9983285,0.4381405,0.9999914,-0.09176798,0.9940709,-0.5489464,0.9970706
1933,TFDP1,-0.4022033,0.6037185,-1.037701,0.1367852,0.08555409,0.9065789,-0.521588,0.4511818,-1.588023,0.01962466,-0.2135895,0.9991471,0.5865159,0.9983285,-0.3655447,0.9999914,-1.143124,0.7606656,-0.2711105,0.9970706
1934,TFIP11,-0.06084111,0.8755555,0.3618301,0.2883841,0.1556137,0.6513008,0.5774242,0.07964781,-0.5272204,0.1095939,-0.4651262,0.9991471,-0.0225768,0.9983285,-0.06860402,0.9999914,0.03893695,0.9940709,0.3234886,0.9970706
1935,TGM3,4.462469,0.000197977,2.666304,0.01232634,2.544111,0.01409714,1.460772,0.1524923,3.438789,0.001099812,-1.457313,0.9991471,-0.8215276,0.9983285,0.06397283,0.9999914,1.54217,0.8365144,-1.501737,0.959212
1936,THOC2,-1.110869,0.1974154,-2.67167,0.001270495,-2.058246,0.009370319,-1.548359,0.04666375,-2.935845,0.000303841,-0.5825054,0.9991471,0.6180924,0.9983285,0.1247006,0.9999914,0.387007,0.9940709,-0.8945645,0.9970706
1937,THRAP3,0.1553318,0.6056244,0.8317127,0.002866713,-0.9123046,0.000978111,-0.8977561,0.00108178,-7.827752,6.67E-27,0.1093058,0.9991471,0.2065718,0.9983285,0.1563612,0.9999914,-0.1399592,0.9940709,0.2523163,0.9970706
1938,THUMPD3,0.2221475,0.7849923,-0.7710026,0.2852606,0.2767655,0.704179,0.1437637,0.8461804,-0.6756079,0.338433,-0.3279546,0.9991471,-0.01894772,0.9983285,0.07103338,0.9999914,0.4911653,0.9940709,0.1914296,0.9970706
1939,TIAM1,1.978521,0.01533741,5.344653,8.48E-09,1.935703,0.009779332,3.038872,0.000115865,0.8570575,0.2471108,-0.12132,0.9991471,-2.115581,0.2822222,-0.7819436,0.9999914,0.4673853,0.9940709,-0.1869973,0.9970706
1940,TIAM2,1.867667,0.06416004,3.282841,0.000811261,1.929847,0.03574073,1.590149,0.08183272,-0.1277097,0.8932953,0.4122113,0.9991471,-0.9443509,0.9983285,-0.06306652,0.9999914,0.1962042,0.9940709,0.5303555,0.9970706
1941,TIMELESS,0.6931675,0.4108691,-1.189433,0.1221045,-0.3334381,0.6696462,-0.1052803,0.8963635,-0.7574069,0.3160165,-0.08341198,0.9991471,0.8407421,0.9983285,-0.2081809,0.9999914,0.4551712,0.9940709,0.2378688,0.9970706
1942,TIPRL,-1.083737,0.2407739,-2.852742,0.001357075,-1.638769,0.05039219,-1.448044,0.08285581,-2.834503,0.001003333,-0.7910877,0.9991471,0.4589938,0.9983285,-0.7704309,0.9999914,-0.2417656,0.9940709,-0.4392416,0.9970706
1943,TJP1,2.491484,1.60E-16,3.340127,1.37E-21,2.05411,3.62E-15,2.601333,2.53E-18,1.804989,1.28E-13,-0.1213805,0.9991471,0.03756953,0.9983285,0.05622237,0.9999914,-0.1493951,0.9661565,-0.06808626,0.9970706
1944,TJP2,2.227763,2.83E-12,2.285928,1.55E-13,1.25977,2.08E-07,1.475328,6.88E-09,1.179351,5.45E-07,0.02543563,0.9991471,0.1258797,0.9983285,0.1926402,0.9999914,0.01169978,0.9940709,-0.139386,0.9970706
1945,TKT,-3.482952,5.35E-05,-4.340196,4.06E-07,-4.285822,3.86E-07,-2.498742,0.000915062,-3.095303,5.89E-05,-0.6561973,0.9991471,-0.3428325,0.9983285,-0.05251702,0.9999914,1.268177,0.7437267,0.5290946,0.9970706
1946,TLE3,-1.255179,0.06373461,-0.0285544,0.9646804,-1.718023,0.006253095,-1.536797,0.01338246,-2.897149,1.45E-05,0.1169158,0.9991471,1.177701,0.8851474,-0.8844522,0.9999914,-0.1419883,0.9940709,0.2002412,0.9970706
1947,TLE4,-2.464862,0.001613845,0.4158922,0.5656543,-2.233994,0.001747571,-2.502324,0.000515545,-2.954036,5.51E-05,0.05331916,0.9991471,-0.4047761,0.9983285,0.6878458,0.9999914,-0.226346,0.9940709,0.0926055,0.9970706
1948,TLK2,-4.144907,5.80E-07,-3.357382,6.13E-06,-4.724415,5.43E-09,-4.111388,1.01E-07,-5.839449,2.36E-11,0.8714545,0.9991471,-0.7995773,0.9983285,1.689794,0.7958196,-0.3312224,0.9940709,0.09950558,0.9970706
1949,TLN1,-0.3346464,0.1316527,-0.7054639,0.00101573,-1.099835,1.70E-06,-1.146417,7.35E-07,0.1187773,0.5622592,-0.1418893,0.9991471,-0.2009311,0.9983285,-0.1303234,0.9999914,0.267,0.8842876,-0.03554122,0.9970706
1950,TMEM131,1.492976,0.0456492,1.297029,0.06209525,1.75454,0.01068144,4.733741,1.13E-08,3.407054,5.12E-06,0.7339031,0.9991471,0.06531392,0.9983285,-0.01615088,0.9999914,0.1708432,0.9940709,0.6922573,0.9970706
1951,TMEM201,1.262895,0.02041013,-0.1006767,0.8530361,6.147625,2.99E-15,6.73052,1.78E-16,-1.297883,0.008810392,-0.9564425,0.8681167,0.608945,0.9983285,-0.01311646,0.9999914,-0.125216,0.9940709,0.56566,0.9970706
1952,TMEM209,-2.238456,0.0140079,1.456836,0.08409844,1.771997,0.03167806,0.6828518,0.4126679,-2.255106,0.006577174,0.7745131,0.9991471,-1.978753,0.5423035,1.3882,0.9999914,-1.091819,0.8842876,-0.6869246,0.9970706
1953,TMF1,2.179839,0.01305398,2.346442,0.004687189,2.414674,0.003075955,0.3077544,0.7110649,1.133088,0.1521422,0.3455012,0.9991471,0.2036558,0.9983285,0.2605687,0.9999914,0.6813106,0.9692858,-1.116415,0.9970706
1954,TMOD3,-4.969228,4.03E-10,-4.146075,4.74E-09,-5.229088,9.26E-12,-5.002787,2.86E-11,-0.7393042,0.1850392,-0.4610593,0.9991471,0.1791922,0.9983285,-0.3862741,0.9999914,0.1011272,0.9940709,0.1582155,0.9970706
1955,TMPO,-1.822543,4.67E-06,-2.731321,2.16E-10,-2.084496,6.68E-08,-2.500458,1.10E-09,-4.971007,4.28E-18,-0.04923864,0.9991471,0.1314451,0.9983285,0.1217782,0.9999914,-0.6691359,0.6824571,-0.2819351,0.9970706
1956,TNIK,2.629199,9.25E-13,1.378116,5.43E-07,2.1384,1.82E-11,2.468957,3.38E-13,3.588391,4.51E-18,-0.6007526,0.6930853,0.1914802,0.9983285,-0.2768254,0.9999914,-0.1731463,0.9935346,0.02639432,0.9970706
1957,TNIP1,0.6403136,0.3393875,0.5833854,0.3509704,0.2064122,0.7460293,0.9545033,0.1117056,5.240622,5.02E-11,0.5865467,0.9991471,0.0133686,0.9983285,-0.3257963,0.9999914,0.6481099,0.9468672,0.1427554,0.9970706
1958,TNK1,-3.072322,2.85E-07,3.131531,4.15E-08,2.220565,1.58E-05,-3.763212,4.02E-10,-5.340701,2.95E-14,-0.2178778,0.9991471,-0.01439523,0.9983285,-0.2247551,0.9999914,0.1476777,0.9940709,0.2095622,0.9970706
1959,TNKS,5.657319,1.63E-06,1.414114,0.1437794,4.57608,1.18E-05,1.981298,0.03556695,4.285467,2.44E-05,-0.584302,0.9991471,1.04098,0.9983285,1.8148,0.9599645,-0.9827278,0.9482655,-0.39778,0.9970706
1960,TNKS1BP1,0.5590852,0.06785264,0.639741,0.02595696,0.751586,0.00799439,0.1072256,0.7132219,0.3859183,0.1660662,0.4855846,0.9562074,0.02294718,0.9983285,-0.3061302,0.9999914,-0.3565773,0.8895432,-0.2367847,0.9970706
1961,TNPO1,-0.5987699,0.2860662,-1.143707,0.02881364,-0.4822453,0.3432572,-1.027787,0.04263702,0.8197686,0.1051813,0.4821846,0.9991471,-1.0582,0.7352055,0.297347,0.9999914,-0.356813,0.9940709,-0.3502707,0.9970706
1962,TNRC6A,2.182727,1.83E-14,2.202921,1.44E-15,2.002338,1.42E-14,2.130574,2.15E-15,2.710322,1.24E-18,0.1288223,0.9991471,0.04215295,0.9983285,-0.05112061,0.9999914,-0.1575863,0.9639827,-0.005739338,0.9970706
1963,TNRC6B,1.229748,1.53E-08,1.184926,6.88E-09,1.23543,1.64E-09,1.341605,2.17E-10,2.309056,4.39E-17,0.01861551,0.9991471,-0.06815919,0.9983285,-0.04370818,0.9999914,-0.09349138,0.9940709,0.01020123,0.9970706
1964,TNRC6C,2.864785,1.58E-07,0.2897975,0.5117447,2.40977,7.40E-07,2.708251,6.74E-08,6.227632,1.52E-17,0.1176751,0.9991471,0.1137872,0.9983285,-0.199958,0.9999914,0.2940598,0.9940709,0.03046782,0.9970706
1965,TNS3,8.026047,1.49E-20,4.54787,6.26E-14,6.088094,5.84E-18,7.116238,3.94E-20,0.09134973,0.8237413,0.1151582,0.9991471,-0.1645566,0.9983285,0.009634729,0.9999914,0.6882937,0.7437267,0.5887306,0.959212
1966,TOP2A,-0.7521279,0.253997,-0.1550421,0.8123912,-1.239249,0.03818564,-1.930337,0.001755801,-4.394911,2.73E-09,0.1090133,0.9991471,0.3838413,0.9983285,-0.5300081,0.9999914,0.1706733,0.9940709,-1.061307,0.8191219
1967,TOP2B,-3.432492,3.38E-08,0.5063181,0.2955268,-3.054708,5.57E-08,-2.564853,1.50E-06,-4.256969,1.65E-11,0.6674052,0.9991471,-0.5671751,0.9983285,-0.3813932,0.9999914,-0.4961462,0.9472507,0.1019896,0.9970706
1968,TOP3B,-3.767292,2.99E-11,-0.6262017,0.1098453,1.495372,0.000232204,1.553345,0.00013617,1.587895,8.51E-05,0.6327592,0.9991471,-0.003711735,0.9983285,0.1279224,0.9999914,-0.1601127,0.9940709,0.3024647,0.9970706
1969,TOPBP1,-1.123717,0.2204833,0.6964975,0.420407,-2.491541,0.003483495,-2.230948,0.007961941,-2.297252,0.006041442,-0.8781595,0.9991471,-1.532423,0.8877529,0.2137406,0.9999914,0.8700177,0.9482655,-1.150998,0.9970706
1970,TOR1AIP1,-1.307952,0.008546127,-2.666635,4.39E-07,-2.489363,1.20E-06,-2.270724,5.24E-06,-3.378077,1.49E-09,-0.006025863,0.9991471,0.002277404,0.9983285,-0.2110834,0.9999914,0.1520458,0.9940709,0.9242444,0.7716885
1971,TOX4,-3.496393,9.25E-08,-0.6344071,0.2176437,-4.279206,1.06E-10,-4.822577,4.36E-12,-5.622234,5.24E-14,-0.3630933,0.9991471,-0.4744217,0.9983285,0.03430499,0.9999914,-0.4511476,0.9661565,0.3032618,0.9970706
1972,TP53,-4.574186,8.55E-09,-1.622584,0.007966851,-1.638867,0.00624572,-0.1745125,0.7745102,1.47455,0.0123306,0.481721,0.9991471,-0.05516826,0.9983285,-0.5434279,0.9999914,-0.2453351,0.9940709,-0.1568473,0.9970706
1973,TP53BP1,-2.128189,0.002584895,-2.322358,0.000546184,-2.222951,0.000709299,-2.271728,0.000523003,-3.092929,6.67E-06,0.9469273,0.9991471,-0.7173249,0.9983285,0.6109304,0.9999914,0.5375509,0.9692858,-0.2943903,0.9970706
1974,TP53BP2,0.9195247,0.000215027,0.2799617,0.2014078,1.285661,2.55E-07,1.345013,9.47E-08,2.906308,1.63E-16,-0.1727979,0.9991471,0.154148,0.9983285,-0.00052211,0.9999914,0.009701664,0.9942432,0.01869319,0.9970706
1975,TPD52,0.6695004,0.4321711,-0.04776435,0.9542797,0.7156765,0.3458411,0.4850928,0.5336663,-0.4047152,0.6015754,0.05834952,0.9991471,-0.6058537,0.9983285,-0.02781938,0.9999914,-0.8039038,0.9472507,-0.7386312,0.9970706
1976,TPD52L2,-2.913966,0.000172978,-3.169089,1.91E-05,-2.116301,0.002042336,-2.803502,8.09E-05,-3.064208,1.90E-05,1.205188,0.9215379,0.01663985,0.9983285,0.167734,0.9999914,0.4862999,0.9940709,-1.246369,0.8043444
1977,TPD52L3,1.876408,1.60E-05,0.6185321,0.09346308,1.882374,3.44E-06,1.278568,0.000660982,1.597045,3.41E-05,-0.2087502,0.9991471,0.3299153,0.9983285,0.5731036,0.9999914,0.02547374,0.9940709,-0.005803351,0.9970706
1978,TPGS1,3.340117,1.75E-05,1.669455,0.01242362,1.542981,0.01735339,3.24701,5.86E-06,0.5969621,0.356773,-0.4378145,0.9991471,0.4269111,0.9983285,-0.9220972,0.9999914,0.5439656,0.971859,0.8922938,0.9970706
1979,TPI1,1.701537,0.008631252,0.7320018,0.2214165,2.278477,0.000235363,2.059912,0.000700841,1.834453,0.002012884,-0.0132593,0.9991471,0.3306937,0.9983285,-0.7979342,0.9999914,-0.3736649,0.9940709,-0.722366,0.9970706
1980,TPM1,5.625619,2.12E-15,4.04683,3.01E-12,4.597781,5.06E-14,4.340809,2.58E-13,4.364569,1.90E-13,0.01418556,0.9991471,-0.04844011,0.9983285,0.08170554,0.9999914,0.3951009,0.9482655,-0.1336555,0.9970706
1981,TPX2,-2.471992,0.000149572,-2.365362,9.91E-05,-3.605748,5.95E-08,-3.84062,1.40E-08,-8.536787,4.47E-18,0.2303437,0.9991471,0.2966542,0.9983285,-0.002763811,0.9999914,-0.3747361,0.9940709,0.8843404,0.9258218
1982,TRAF5,-2.070516,0.004377935,-2.729891,0.000115029,-2.112588,0.001688434,-2.204491,0.001051395,0.0505182,0.9388366,0.1898972,0.9991471,0.149717,0.9983285,0.06470505,0.9999914,0.6692146,0.9482655,-0.9948547,0.9310544
1983,TRAP1,-1.759603,0.01609506,1.431654,0.03539549,-1.468051,0.02689624,-2.72336,0.000115815,0.6663205,0.3168789,0.3468317,0.9991471,-0.5009854,0.9983285,0.3520434,0.9999914,-0.9431944,0.8530746,-0.6307978,0.9970706
1984,TRAPPC10,2.216631,0.03732914,1.638981,0.09821222,2.734394,0.005642291,2.600916,0.007922229,1.488123,0.1219898,0.5596315,0.9991471,0.7371062,0.9983285,-0.1006518,0.9999914,1.793349,0.7345664,-0.6367379,0.9970706
1985,TRIM2,2.889211,0.000338651,1.622275,0.02376869,7.0304,1.14E-12,7.630202,1.12E-13,0.3794674,0.5931275,-1.069278,0.9991471,-0.108053,0.9983285,-0.1144744,0.9999914,0.3510948,0.9940709,0.7704995,0.9970706
1986,TRIM24,2.476821,8.19E-14,2.448955,1.19E-14,-0.9527028,1.88E-05,-0.4120774,0.0414098,-2.16234,2.01E-13,-0.1643227,0.9991471,-0.1362865,0.9983285,-0.152113,0.9999914,-0.003580705,0.9965723,-0.1224141,0.9970706
1987,TRIM25,-1.841256,1.80E-09,-1.177568,3.16E-06,-0.8000123,0.000555955,-0.9566587,5.57E-05,0.9515345,5.03E-05,0.2479575,0.9991471,-0.08209693,0.9983285,0.1452033,0.9999914,0.2413849,0.9466834,-0.110437,0.9970706
1988,TRIM26,0.1964631,0.7866257,-1.035597,0.105814,0.4028655,0.5259311,-0.3595012,0.5767099,-1.720323,0.006272359,-0.26379,0.9991471,0.4579449,0.9983285,0.7777792,0.9999914,0.6755231,0.9468672,0.1132464,0.9970706
1989,TRIM28,-5.419366,9.80E-11,-0.550719,0.3558134,-4.534932,7.83E-10,-3.30645,6.03E-07,-3.26168,6.31E-07,0.6988784,0.9991471,0.006887449,0.9983285,-0.08814732,0.9999914,-0.4558848,0.9817271,-0.3061961,0.9970706
1990,TRIM3,1.841403,0.007110556,1.855938,0.003960138,6.872173,6.38E-14,7.25224,1.29E-14,0.8007624,0.1921071,0.583215,0.9991471,-0.2513311,0.9983285,-0.1813722,0.9999914,0.2018641,0.9940709,-0.9861098,0.9113988
1991,TRIM33,0.5748373,0.2101555,0.3934474,0.3607729,-2.274848,1.59E-06,-0.9155351,0.02775813,-2.908884,8.27E-09,-0.07164932,0.9991471,0.1400094,0.9983285,-0.7262242,0.9999914,0.3656445,0.9667183,-0.1696366,0.9970706
1992,TRIM36,1.420579,0.08086829,1.501052,0.04847808,2.25828,0.003043598,3.764126,5.13E-06,1.30686,0.0763757,1.540661,0.8470587,0.8837488,0.9983285,-0.757206,0.9999914,0.09697667,0.9940709,-0.44644,0.9970706
1993,TRIM37,2.489776,0.00978584,1.87948,0.03538395,4.740852,1.67E-06,3.490396,0.000157152,3.397109,0.000188781,-0.2652474,0.9991471,-0.6554389,0.9983285,1.809515,0.8864567,-0.2825956,0.9940709,1.085637,0.9970706
1994,TRIM65,-0.4073279,0.5899119,-1.742343,0.01161641,-1.533208,0.02182734,-0.9688193,0.1427474,-1.33393,0.04426752,-0.5447298,0.9991471,0.2710546,0.9983285,0.2488241,0.9999914,0.2717659,0.9940709,-1.031881,0.9310544
1995,TRIM9,4.601715,5.16E-13,4.817491,1.46E-14,1.800331,3.77E-05,1.702935,7.55E-05,1.160002,0.004193684,-0.233806,0.9991471,-0.04399687,0.9983285,0.4826865,0.9999914,-0.8031005,0.6824571,0.1901011,0.9970706
1996,TRIO,2.051311,0.1155607,1.671841,0.1688895,2.121839,0.07235842,0.7757025,0.5230408,1.109622,0.3523592,-0.2284401,0.9991471,1.799067,0.9983285,1.170416,0.9999914,-1.021024,0.9692858,1.138721,0.9970706
1997,TRIP10,6.364751,6.19E-07,4.237919,0.000115935,5.33508,2.80E-06,5.383539,2.20E-06,0.4579262,0.6564354,-0.331322,0.9991471,-1.692923,0.9748205,-0.7845748,0.9999914,-0.3304699,0.9940709,0.5302816,0.9970706
1998,TRIP12,-1.20987,0.02629579,-2.816464,9.99E-07,-1.816415,0.000484521,-1.239756,0.01289127,2.127805,5.24E-05,-0.2556948,0.9991471,0.01221645,0.9983285,-0.372419,0.9999914,0.04888233,0.9940709,0.3837807,0.9970706
1999,TRIP4,-4.04465,1.66E-08,-3.144567,5.78E-07,-2.433501,3.21E-05,-0.7899107,0.1382516,2.619994,7.79E-06,0.290461,0.9991471,0.4878964,0.9983285,0.04987944,0.9999914,0.2750538,0.9940709,-0.0982642,0.9970706
2000,TRIP6,-0.000384479,0.9999026,0.5206262,0.4047932,0.5711087,0.3421556,0.4215464,0.4904863,1.298606,0.03009874,0.09984832,0.9991471,-0.141021,0.9983285,0.416827,0.9999914,-1.042916,0.7437267,-0.271468,0.9970706
2001,TRMT1,-0.2709203,0.7967687,-1.634813,0.07852081,0.8160637,0.3694789,-0.6067321,0.5130513,-1.26621,0.1626292,0.07817117,0.9991471,0.6943808,0.9983285,0.5835206,0.9999914,-1.437257,0.7970081,-1.042574,0.9970706
2002,TRMT11,-0.553037,0.5285488,0.8025525,0.3170042,-0.7033715,0.365854,-1.498899,0.0524985,-1.466491,0.05788145,1.016398,0.9991471,-1.411562,0.8877529,1.102994,0.9999914,0.3742039,0.9940709,-0.1015753,0.9970706
2003,TRMT6,-1.095948,0.2128292,-2.699067,0.001408305,-1.544248,0.05212834,-1.825802,0.02249565,-2.684129,0.001034748,-0.4341579,0.9991471,0.5436982,0.9983285,-0.09327735,0.9999914,-0.1257638,0.9940709,-0.6922598,0.9970706
2004,TROAP,1.437932,0.08735185,1.430712,0.06783911,1.916628,0.01312235,1.819773,0.0180862,5.465396,5.30E-09,1.335391,0.9562074,0.5246534,0.9983285,0.8971001,0.9999914,0.8695482,0.9222129,0.5268247,0.9970706
2005,TRPS1,0.4768541,0.5860047,3.195115,0.00014234,3.682166,1.52E-05,-1.294258,0.09121277,-1.190077,0.1211673,-0.9322314,0.9991471,-0.2894226,0.9983285,0.7963653,0.9999914,-1.046842,0.8746394,-0.4997589,0.9970706
2006,TSC1,-2.233187,0.008575838,-2.253824,0.004810912,-1.644068,0.0317094,-1.978311,0.0103878,0.1042848,0.895163,1.096633,0.9991471,-0.3151627,0.9983285,0.1230135,0.9999914,0.44599,0.9940709,0.009623384,0.9970706
2007,TSC2,2.540062,0.000749732,1.301106,0.05384689,1.450752,0.0276176,0.9595905,0.1417733,5.567016,9.32E-11,-0.3831845,0.9991471,0.08429959,0.9983285,0.4272009,0.9999914,0.06163884,0.9940709,-0.1195625,0.9970706
2008,TSC22D4,-3.020632,1.63E-06,-3.719316,5.41E-09,-3.022951,2.85E-07,-2.712161,1.93E-06,-4.254496,1.00E-10,0.3058223,0.9991471,0.03449912,0.9983285,-0.08770789,0.9999914,-0.3248281,0.9940709,-0.008306604,0.9970706
2009,TSEN54,0.08851376,0.9149887,-1.414249,0.04635875,0.01475877,0.9845454,-0.4008653,0.5737636,-0.8954656,0.1950157,-0.1911375,0.9991471,0.7697772,0.9983285,-0.2449176,0.9999914,0.06789604,0.9940709,0.1004178,0.9970706
2010,TSHZ3,0.6040112,0.5447074,1.407613,0.1200289,0.2062607,0.8263866,-0.5453924,0.5486025,-0.9321208,0.2932543,-0.6700215,0.9991471,-0.08305022,0.9983285,0.3622216,0.9999914,0.2196994,0.9940709,-0.1027984,0.9970706
2011,TSR1,4.483316,3.46E-13,4.249819,1.62E-13,1.199111,0.002517174,0.9311021,0.01628041,-4.872475,1.57E-15,0.04867848,0.9991471,0.03238918,0.9983285,-0.1877447,0.9999914,0.06605502,0.9940709,-0.02819766,0.9970706
2012,TSTD2,-2.638192,2.36E-05,-4.458477,1.44E-10,-3.041439,4.57E-07,-3.944242,1.66E-09,-4.58811,3.18E-11,0.9976722,0.8681167,-0.1824993,0.9983285,0.3289914,0.9999914,-0.008776935,0.9965723,-0.1789973,0.9970706
2013,TTC1,-1.082589,0.000189424,-0.7376732,0.004550607,-0.89111,0.000627356,-1.961831,6.65E-10,-0.9645073,0.000206012,0.2237973,0.9991471,-0.06127484,0.9983285,-0.1878331,0.9999914,-0.4590877,0.7345664,-0.4634139,0.8043444
2014,TTC28,1.778521,0.004973523,2.42256,9.04E-05,-0.2267556,0.7001362,2.288222,0.000144601,2.566991,2.47E-05,0.4973273,0.9991471,0.3080795,0.9983285,-0.2200002,0.9999914,1.428382,0.4105104,-0.07221481,0.9970706
2015,TTC31,1.628893,0.03815993,1.635472,0.02623717,2.373612,0.001381385,1.865318,0.009718087,3.444378,9.71E-06,1.25426,0.9562074,0.2453585,0.9983285,0.6595328,0.9999914,-0.1416191,0.9940709,0.8499358,0.9970706
2016,TTC33,0.10052,0.8663724,-1.566543,0.003507892,-0.89385,0.07883739,-0.6367584,0.2104625,-1.918888,0.000309502,0.3478712,0.9991471,0.6347924,0.9983285,-0.08134869,0.9999914,0.09898689,0.9940709,-0.2303633,0.9970706
2017,TTC9C,-0.8212882,0.2212449,-1.258558,0.04385359,-1.25689,0.03864317,-1.743381,0.00488035,-2.24772,0.000370122,0.1192174,0.9991471,-0.5312223,0.9983285,0.6023183,0.9999914,-0.4767481,0.9823089,0.1539183,0.9970706
2018,TTF2,-0.2329442,0.2896439,-0.6644113,0.001638816,-0.3724441,0.06071528,0.02435014,0.91041,0.9002518,2.61E-05,-0.05535588,0.9991471,0.000150327,0.999329,-0.09387061,0.9999914,-0.07968749,0.9940709,-0.1418913,0.9970706
